AOSNUMBER,Agency,Type of LEA,Summary,Type of Juris,Technology,Vendor
AOS012686,12th Judicial District Attorneys Office,District Attorney, The 12th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012687,13th Judicial District Attorneys Office,District Attorney, The 13th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012688,14th Judicial District Attorneys Office,District Attorney, The 14th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012689,15th Judicial District Attorneys Office,District Attorney, The 15th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012690,16th Judicial District Attorneys Office,District Attorney, The 16th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012691,17th Judicial District Attorneys Office,District Attorney, The 17th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012692,18th Judicial District Attorneys Office,District Attorney, The 18th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012693,19th Judicial District Attorneys Office,District Attorney, The 19th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012694,20th Judicial District Attorneys Office,District Attorney, The 20th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012695,21st Judicial District Attorneys Office,District Attorney, The 21st Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012696,22nd Judicial District Attorneys Office,District Attorney, The 22nd Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012697,23rd Judicial District Attorneys Office,District Attorney, The 23rd Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012698,24th Judicial District Attorneys Office,District Attorney, The 24th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012699,25th Judicial District Attorneys Office,District Attorney, The 25th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012700,26th Judicial District Attorneys Office,District Attorney, The 26th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012701,27th Judicial District Attorneys Office,District Attorney, The 27th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012702,28th Judicial District Attorneys Office,District Attorney, The 28th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012703,29th Judicial District Attorneys Office,District Attorney, The 29th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012704,30th Judicial District Attorneys Office,District Attorney, The 30th Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012705,31st Judicial District Attorneys Office,District Attorney, The 31st Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012706,32nd Judicial District Attorneys Office,District Attorney, The 32nd Judicial District Attorneys Office recieved a single user account for LexisNexis' Accurint Virtual Crime Center through its membership in the Colorado Information Sharing Consortium,Judicial District,Third-party Investigative Platforms,SoundThinking
AOS012791,Barnstable County Sheriff's Office,Sheriff,The Barnstable County Sheriff's Office has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.,County ,Third-party Investigative Platforms,SoundThinking
