AOSNUMBER,City,County,State
AOS000794,Larkspur,Marin County,CA
AOS000804,Concord,Contra Costa County,CA
AOS000816,El Cajon,San Diego County,CA
AOS000827,Fremont,Alameda County,CA
AOS000838,Hillsborough,San Mateo County,CA
AOS000841,Huntington Park,Los Angeles County,CA
AOS000844,Indio,Riverside County,CA
AOS000853,Los Altos,Santa Clara County,CA
AOS000855,Los Angeles,Los Angeles County,CA
AOS000862,Menlo Park,San Mateo County,CA
AOS000866,Monrovia,Los Angeles County,CA
AOS000867,Montclair,San Bernardino County,CA
AOS000871,Morgan Hill,Santa Clara County,CA
AOS000872,Mountain View,Santa Clara County,CA
AOS000875,Newark,Alameda County,CA
AOS000877,Oakland,Alameda County,CA
AOS000886,Piedmont,Alameda County,CA
AOS000908,San Fernando,Los Angeles County,CA
AOS000910,San Gabriel,Los Angeles County,CA
AOS000912,San Jose,Santa Clara County,CA
AOS000913,San Leandro,Alameda County,CA
AOS000922,San Jose,Santa Clara County,CA
AOS000929,South Gate,Los Angeles County,CA
AOS000933,Sunnyvale,Santa Clara County,CA
AOS000939,Vacaville,Solano County,CA
AOS000940,Vallejo,Solano County,CA
AOS000944,Visalia,Tulare County,CA
AOS004247,London,Madison County,OH
AOS004254,DeSoto,Dallas County,TX
AOS004255,Grand Prairie,"Ellis County, Tarrant County, Dallas County",TX
AOS004256,San Antonio,Bexar County,TX
AOS001168,Ormond Beach,Volusia County,FL
AOS007014,North Charleston,Charleston County,SC
AOS007688,Johnsonville,Florence County,SC
AOS004423,South Daytona,Volusia County,FL
AOS007798,Hanahan,Berkeley County,SC
AOS007808,Beaufort,Beaufort County,SC
AOS007814,Orangeburg,Orangeburg County,SC
AOS011229,Glen Cove,Nassau County,NY
AOS002872,Brigham City,Box Elder County,UT
AOS000760,Santa Fe,Santa Fe County,NM
AOS000205,Thomasville,Thomas County,GA
AOS000356,Gresham,Multnomah County,OR
AOS000614,Bethlehem,"Northhampton County, Lehigh County",PA
AOS000968,San Jose,Santa Clara County,CA
AOS000969,Chamblee,DeKalb County,GA
AOS000972,Maryland Heights,St. Louis County,MO
AOS000973,Pocomoke City,Worcester County,MD
AOS000975,Lawrence,Marion County,IN
AOS000976,Moorestown,Burlington County,NJ
AOS000977,Waukegan,Lake County,IL
AOS000987,Eutaw,Greene County,AL
AOS000990,Aumsville,Marion County,OR
AOS000992,Carlton,Yamhill County,OR
AOS000994,Carmel,Hamilton County,IN
AOS000996,Carrollton,Carroll County,GA
AOS000999,Cedar City,Iron County,UT
AOS001157,Yerington,Lyon County,NV
AOS001225,Laguna Beach,Orange County,CA
AOS001726,Plant City,Hillsborough County,FL
AOS001904,Marina,Monterey County,CA
AOS001910,Boardman Township,Mahoning County,OH
AOS001915,Chula Vista,San Diego County,CA
AOS001939,Medford,Middlesex County,MA
AOS001943,Conroe,Montgomery County,TX
AOS001953,Chicago,Cook County,IL
AOS002194,Cicero,Hamilton County,IN
AOS002205,Yonkers,Westchester County,NY
AOS002216,Yonkers,Westchester County,NY
AOS002317,Inverness,Citrus County,FL
AOS002339,Clermont,Lake County,FL
AOS002352,Kent,King County,WA
AOS002361,Naples,Collier County,FL
AOS002383,Coquille,Coos County,OR
AOS002416,Carlsbad,Eddy County,NM
AOS002438,Greenbelt,Prince George's County,MD
AOS002449,Emumclaw,King County,WA
AOS002471,Georgetown,Williamson County,TX
AOS002493,Brunswick,Glynn County,GA
AOS002510,Noblesville,Hamilton County,IN
AOS002512,Hammond,Lake County,IN
AOS002514,Houston,Harris County,TX
AOS002516,Irvine,Orange County,CA
AOS002518,Issaquah,King County,WA
AOS002520,Birmingham,Jefferson County,AL
AOS002522,Keizer,Marion County,OR
AOS002524,Purcellville,Loudoun County,VA
AOS002526,Laurel,Prince George's County,MD
AOS002528,Layton,Davis County,UT
AOS002530,Lilburn,Gwinnett County,GA
AOS002532,Lindenwold,Camden County,NJ
AOS002534,Los Altos,Santa Clara County,CA
AOS002536,Conroe,Montgomery County,TX
AOS002540,Medina,Hennepin County,MN
AOS002542,Memphis,Shelby County,TN
AOS002544,Dayton,Montgomery County,OH
AOS002546,Moorhead,Clay County,MN
AOS002548,Mount Pleasant,Charleston County,SC
AOS002550,Mount Rainier,Prince George's County,MD
AOS002552,Holbrook,Navajo County,AZ
AOS002554,North Caldwell,Essex County,NJ
AOS002556,Belle Chasse,Plaquemines Parish,LA
AOS002558,Palatka,Putnam County,FL
AOS002560,Riverdale Park,Prince George's County,MD
AOS002562,Rockport,Aransas County,TX
AOS002567,Scranton,Lackawanna County,PA
AOS002569,Snellville,Gwinnett County,GA
AOS002573,Southlake,Tarrant County,TX
AOS002575,Speedway,Marion County,IN
AOS002577,Springfield,Hampden County,MA
AOS002579,Surf City,Pender County,NC
AOS002581,Toms River,Ocean County,NJ
AOS002583,Baltimore,,MD
AOS002585,Vernon,Los Angeles County,CA
AOS002587,Hurricane,Washington County,UT
AOS002589,West Covina,Los Angeles County,CA
AOS002591,Wheeling,Ohio County,WV
AOS002593,Winchester,,VA
AOS002595,Worthington,Franklin County,OH
AOS002597,Yonkers,Westchester County,NY
AOS002599,Zillah,Yakima County,WA
AOS002625,College Park,Prince George's County,MD
AOS002667,Vallejo,Solano County,CA
AOS002695,Pacific Grove,Monterey County,CA
AOS002706,Lawrenceville,Gwinnett County,GA
AOS002738,Salinas,Monterey County,CA
AOS002749,Greenfield,Monterey County,CA
AOS002770,Knoxville,Knox County,TN
AOS002781,Oveido,Seminole County,FL
AOS002833,Des Moines,King County,WA
AOS002844,Woodbridge,Prince William County,VA
AOS002851,Woods Cross,Davis County,UT
AOS002865,Sanford,Seminole County,FL
AOS002895,Union City,Alameda County,CA
AOS002897,Winter Springs,Seminole County,FL
AOS002899,Tualatin,Washington County,OR
AOS002901,Hermosa Beach,Los Angeles County,CA
AOS002902,East Point,Fulton County,GA
AOS002903,Elk Grove,Sacramento County,CA
AOS002904,Carrollton,Pickens County,AL
AOS002905,Pensacola,Escambia County,FL
AOS002906,Mcminnville,Yamhill County,OR
AOS002908,Tooele,Tooele County,UT
AOS002910,St. Louis,,MO
AOS002911,La Plata,Charles County,MD
AOS002912,Placerville,El Dorado County,CA
AOS002913,Columbus,Muscogee County,GA
AOS002915,Covington,Newton County,GA
AOS002916,Sanford,Seminole County,FL
AOS002917,Westminster,Orange County,CA
AOS002918,Campbell,Santa Clara County,CA
AOS002920,West Linn,Clackamas County,OR
AOS002925,Gloucester,Gloucester County,VA
AOS002928,Worcester,Worcester County,MA
AOS002933,Coeur d'Alene,Kootenai County,ID
AOS002937,Nutley,Essex County,NJ
AOS002940,Leesburg,Loudoun County,VA
AOS002941,Artesia,Eddy County,NM
AOS002942,Carlsbad,Eddy County,NM
AOS002944,Baltimore,,MD
AOS002945,Wenatchee,Chelan County,WA
AOS002946,Albuquerque,Bernalillo County,NM
AOS002947,Moses Lake,Grant County,WA
AOS002949,Amarillo,Potter County,TX
AOS002951,Mcleansboro,Hamilton County,IL
AOS002953,Cicero,Cook County,IL
AOS002954,Dothan,"Houston County, Henry County, Dale County",AL
AOS002956,Longwood,Seminole County,FL
AOS002957,Lake Mary,Seminole County,FL
AOS002959,Altamonte Springs,Seminole County,FL
AOS002960,Trophy Club,Denton County,TX
AOS002961,Tyler,Smith County,TX
AOS002962,Town & Country,St. Louis County,MO
AOS002963,Dallas,Paulding County,GA
AOS002965,Rockport,Aransas County,TX
AOS004392,Quincy,Adams County,IL
AOS004410,Waukegan,Lake County,IL
AOS004856,Dallas,Polk County,OR
AOS007449,Dallas,Dallas County,TX
AOS007458,Ashland,Jackson County,OR
AOS007632,Yerington,Lyon County,NV
AOS007633,Yerington,Lyon County,NV
AOS010081,Forsyth,Taney County,MO
AOS011031,Mandan,Morton County,ND
AOS011072,Allen,Collin County,TX
AOS011635,Hemet,Riverside County,CA
AOS011663,Mashpee,Barnstable County,MA
AOS011680,Durant,Oklahoma County,OK
AOS012166,Soldotna,Kenai Peninsula Borough,AK
AOS010032,Longview,Cowlitz County,WA
AOS001233,Palm Springs,Riverside County,CA
AOS001876,Santa Barbara,Santa Barbara County,CA
AOS002176,Kadoka,Jackson County,SD
AOS002744,Woodland,Yolo County,CA
AOS011090,Wyomissing,Berks County,PA
AOS011325,Framingham,Middlesex County,MA
AOS011492,Royal Palm Beach,Palm Beach County,FL
AOS011724,Usk,Pend Oreille County,WA
AOS012012,Edinburg,Hidalgo County,TX
AOS012019,Anchorage,Anchorage Municipality County,AK
AOS012020,Frankfort,Franklin County,KY
AOS012157,York,York County,PA
AOS009041,Wilder,Canyon County,ID
AOS008024,Hawthorne,Westchester County,NY
AOS004357,Des Plaines,Cook County,IL
AOS011739,Payson,Gila County,AZ
AOS003371,McDonough,Henry County,GA
AOS003216,Alexandria,Douglas County,MN
AOS003374,Abbeville,Henry County,AL
AOS003534,Maryville,Nodaway County,MO
AOS001676,Gainesville,Cooke County,TX
AOS002837,Harrison,Westchester County,NY
AOS003289,Columbus,Franklin County,OH
AOS003510,Leesburg,Loudoun County,VA
AOS003616,New Castle,New Castle County,DE
AOS003788,Rochester,Olmsted County,MN
AOS003858,Somerville,Somerset County,NJ
AOS002839,Canton,Van Zandt County,TX
AOS013134,Miami Beach,Miami-Dade County,FL
AOS013135,Boca Raton,Palm Beach County,FL
AOS013136,Boynton Beach,Palm Beach County,FL
AOS013137,Cape Coral,Lee County,FL
AOS013138,Clearwater,Pinellas County,FL
AOS013139,Coral Springs,Broward County,FL
AOS013140,Davie,Broward County,FL
AOS013141,Fort Lauderdale,Broward County,FL
AOS013142,Fort Myers,Lee County,FL
AOS013143,Hallandale Beach,Broward County,FL
AOS013144,Hialeah,Miami-Dade County,FL
AOS013145,Jupiter,Palm Beach County,FL
AOS013146,Kissimmee,Osceola County,FL
AOS013147,Miami Gardens,Miami-Dade County,FL
AOS013148,Miramar,Broward County,FL
AOS013149,New Port Richey,Pasco County,FL
AOS013150,North Palm Beach,Palm Beach County,FL
AOS013151,Orange Park,Clay County,FL
AOS013152,Orlando,Orange County,FL
AOS013153,Palm Beach Gardens,Palm Beach County,FL
AOS013154,Pembroke Pines,Broward County,FL
AOS013155,St. Cloud,Osceola County,FL
AOS013156,Tallahassee,Leon County,FL
AOS013157,West Palm Beach,Palm Beach County,FL
AOS013158,Punta Gorda,Charlotte County,FL
AOS013159,Inverness,Citrus County,FL
AOS013160,Green Cove Springs,Clay County,FL
AOS013161,Pensacola,Escambia County,FL
AOS013162,Jasper,Hamilton County,FL
AOS013163,Tavares,Lake County,FL
AOS013164,Fort Myers,Lee County,FL
AOS013165,Bradenton,Manatee County,FL
AOS013166,Ocala,Marion County,FL
AOS013167,Yulee,Nassau County,FL
AOS013168,Orlando,Orange County,FL
AOS013169,Kissimmee,Osceola County,FL
AOS013170,West Palm Beach,Palm Beach County,FL
AOS013171,Largo,Pinellas County,FL
AOS013172,Palatka,Putnam County,FL
AOS013173,Milton,Santa Rosa County,FL
AOS013174,Sanford,Seminole County,FL
AOS013175,St. Augustine,St. Johns County,FL
AOS013176,Wildwood,Sumter County,FL
AOS013177,Fort Myers,Lee County,FL
AOS013178,Orlando,Orange County,FL
AOS013179,Jacksonvilel,Duval County ,FL
AOS013180,El Reno,Canadian County,OK
AOS013181,Yukon,Canadian County,OK
AOS013182,Norman,Cleveland County,OK
AOS013183,Norman,Cleveland County,OK
AOS013184,Bethany,Oklahoma County ,OK
AOS013185,Del City,Oklahoma County ,OK
AOS013186,Forest Park,Oklahoma County ,OK
AOS013187,Oklahoma City,Oklahoma County ,OK
AOS013188,Oklahoma City,Oklahoma County ,OK
AOS013189,Edmond,Oklahoma County ,OK
AOS013190,Moore,Oklahoma County ,OK
AOS013191,Midwest City,Oklahoma County ,OK
AOS013192,The Village,Oklahoma County ,OK
AOS013193,Warr Acres,Oklahoma County ,OK
AOS013215,Montgomery,Montgomery County,AL
AOS013216,Arlington,Arlington County,VA
AOS013217,Auburn,Lee County,AL
AOS013218,Austin,Travis County,TX
AOS013219,Columbia Heights,Anoka County,MN
AOS013220,DeKalb,DeKalb County,IL
AOS013221,Firestone,Weld County,CO
AOS013222,Miami Beach,Miami-Dade County,FL
AOS013223,Fort Myers,Lee County,FL
AOS013224,Fort Myers,Lee County,FL
AOS013225,Orlando,Orange County,FL
AOS013226,Cape Coral,Lee County,FL
AOS013227,Frederick,Frederick County,MD
AOS013228,Hemet,Riverside County,CA
AOS013229,Inglewood,Los Angeles County,CA
AOS013230,Key West,Monroe County,FL
AOS013231,Oxnard,Ventura County,CA
AOS013232,Sandy Springs,Fulton County,GA
AOS013233,Santa Ana,Orange County,CA
AOS013234,Austin,Travis County,TX
AOS011202,Ellicott City,Howard County,MD
AOS011628,Firestone,Weld County,CO
AOS011925,Mead,Weld County,CO
AOS011926,Lakewood,Jefferson County,CO
AOS011927,Boulder,Boulder County,CO
AOS012707,Golden,Jefferson County,CO
AOS012708,Denver,Denver County,CO
AOS012709,Brighton,"Broomfield County, Adams County",CO
AOS012710,Centennial,"Lincoln County, Elbert County, Douglas County, Arapahoe County",CO
AOS012711,Boulder,Boulder County,CO
AOS012712,Brighton,Adams  County,CO
AOS012713,Centennial,Arapahoe County,CO
AOS012714,Arvada,"Adams County, Jefferson County",CO
AOS012715,Aspen,Pitkin County,CO
AOS012716,Aurora,"Adams County, Douglas County, Arapahoe County",CO
AOS012717,Avon,Eagle County,CO
AOS012718,Basalt,Eagle County,CO
AOS012719,Black Hawk,Gilpin County,CO
AOS012720,Boulder,Boulder County,CO
AOS012721,Boulder,Boulder County,CO
AOS012722,Brighton,"Weld County, Adams County",CO
AOS012723,Broomfield,Broomfield County,CO
AOS012724,Carbondale,Garfield County,CO
AOS012725,Castle Rock,Douglas County,CO
AOS012726,Cherry Hills Village,Arapahoe County,CO
AOS012727,Denver,Denver County,CO
AOS012728,Lakewood,Jefferson County,CO
AOS012729,Colorado Springs,El Paso County,CO
AOS012730,Lakewood,Jefferson County,CO
AOS012731,Colorado Springs,El Paso County,CO
AOS012732,Littleton,Arapahoe County,CO
AOS012733,Commerce City,Adams County,CO
AOS012734,Dacono,Weld County,CO
AOS012735,Denver,Denver County,CO
AOS012736,Castle Rock,Douglas County,CO
AOS012737,Durango,La Plata County,CO
AOS012738,Eagle,Eagle County,CO
AOS012739,Eagle,Eagle County,CO
AOS012740,Edgewater,Jefferson County,CO
AOS012741,Kiowa,Elbert County,CO
AOS012742,Englewood,Araphoe County,CO
AOS012743,Erie,"Boulder County, Weld County",CO
AOS012744,Estes Park,Larimer County,CO
AOS012745,Federal Heights,Adams County,CO
AOS012746,Fort Collins,Larimer County,CO
AOS012747,Frederick,Weld County,CO
AOS012748,Fort Lupton,Weld County,CO
AOS012749,Garden City,Weld County,CO
AOS012750,Glenwood Springs,Garfield County,CO
AOS012751,Glendale,Arapahoe County,CO
AOS012752,Golden,Jefferson County,CO
AOS012753,Grand Junction,Mesa County,CO
AOS012754,Greenwood,Arapahoe County,CO
AOS012755,Hudson,Weld County,CO
AOS012756,Golden,Jefferson County,CO
AOS012757,Johnstown,"Larimer County, Weld County",CO
AOS012758,Keenesburg,Weld County,CO
AOS012759,Kersey,Weld County,CO
AOS012760,Lafayette,Boulder County,CO
AOS012761,Golden,Lake County,CO
AOS012762,Lakewood,Jefferson County,CO
AOS012763,Fort Collins,Larimer County,CO
AOS012764,Fort Collins,Larimer County,CO
AOS012765,Fort Collins,Larimer County,CO
AOS012766,Littleton,"Jefferson County, Douglas County, Arapahoe County",CO
AOS012767,Lochbuie,"Adams County, Weld County",CO
AOS012768,Lone Tree,Douglas County,CO
AOS012769,Longmont,"Weld County, Boulder County",CO
AOS012770,Louisville,Boulder County,CO
AOS012771,Loveland,Larimer County,CO
AOS012772,Mead,Weld County,CO
AOS012773,Grand Junction,Mesa County,CO
AOS012774,Montrose,Montrose County,CO
AOS012775,Northglenn,"Weld County, Adams County",CO
AOS012776,Parker,Douglas County,CO
AOS012777,Pueblo,Pueblo County,CO
AOS012778,Denver,Denver County,CO
AOS012779,Telluride,San Miguel County,CO
AOS012780,Sheridan,Arapahoe County,CO
AOS012781,Thornton,"Weld County, Adams County",CO
AOS012782,Timnath,Larimer County,CO
AOS012783,Boulder,Boulder County,CO
AOS012784,Denver,Denver County,CO
AOS012785,Vail,Eagle County,CO
AOS012786,Greenly,Weld County,CO
AOS012787,Westminster,"Jefferson County, Adams County",CO
AOS012788,Wheat Ridge,Jefferson County,CO
AOS012789,Windsor,"Weld County, Larimer County",CO
AOS012790,Winter Park,Grand County,CO
AOS003000,Arlington,Tarrant County,TX
AOS003318,Golden,Jefferson County,CO
AOS003345,Cambridge,Guernsey County,OH
AOS003475,Laredo,Webb County,TX
AOS003783,River Vale,Bergen County,NJ
AOS003947,Marysville,Union County,OH
AOS001887,Roseville,Placer County,CA
AOS001898,Sierra Madre,Los Angeles County,CA
AOS007467,Goldfield,Esmeralda County,NV
AOS009598,Roxbury Township,Morris County,NJ
AOS011096,Gibraltar,Wayne County,MI
AOS011486,Quincy,Plumas County,CA
AOS011495,Sequim,Clallam County,WA
AOS011499,Yuba City,Sutter County,CA
AOS011501,Union CIty,Canadian County,OK
AOS011530,Lytle,Atascosa County,TX
AOS011543,Gainesboro,Jackson County,TN
AOS011550,Haines,Polk County,FL
AOS011551,Haines,Polk County,FL
AOS011618,Gainesboro,Jackson County,TN
AOS001180,Los Angeles,Los Angeles County,CA
AOS001181,Santa Ana,Orange County,CA
AOS001182,Los Angeles,Los Angeles County,CA
AOS001183,Arcadia,Los Angeles County,CA
AOS001184,Burbank,Los Angeles County,CA
AOS001185,Pomona,Los Angeles County,CA
AOS001186,Claremont,Los Angeles County,CA
AOS001188,Culver City,Los Angeles County,CA
AOS001189,Downey,Los Angeles County,CA
AOS001190,Gardena,Los Angeles County,CA
AOS001191,Glendale,Los Angeles County,CA
AOS001192,Glendora,Los Angeles County,CA
AOS001193,Hawthorne,Los Angeles County,CA
AOS001194,Huntington Beach,Orange County,CA
AOS001195,Huntington Park,Los Angeles County,CA
AOS001197,Irwindale,Los Angeles County,CA
AOS001199,La Verne,Los Angeles County,CA
AOS001200,Los Angeles,Los Angeles County,CA
AOS001201,Los Angeles,Los Angeles County,CA
AOS001202,Long Beach,Los Angeles County,CA
AOS001203,Monrovia,Los Angeles County,CA
AOS001204,Monterey Park,Los Angeles County,CA
AOS001205,Pasadena,Los Angeles County,CA
AOS001206,Pomona,Los Angeles County,CA
AOS001207,Redondo Beach,Los Angeles County,CA
AOS001208,Santa Ana,Orange County,CA
AOS001210,Santa Monica,Los Angeles County,CA
AOS001211,South Gate,Los Angeles County,CA
AOS001212,Torrance,Los Angeles County,CA
AOS001213,Los Angeles,Los Angeles County,CA
AOS001214,West Covina,Los Angeles County,CA
AOS001215,Whittier,Los Angeles County,CA
AOS001216,Sacramento,Sacramento County,CA
AOS011624,Covina,Los Angeles County,CA
AOS002252,Provo,Utah County,UT
AOS002843,Warren,Trumbull County,OH
AOS001161,Indian River Shores,Indian River County,FL
AOS000536,Brooklyn Park,Hennepin County,MN
AOS007551,Madison,Dane County,WI
AOS002605,Morris,Stevens County,MN
AOS009675,Tomball,Harris County,TX
AOS009262,City of University Park,Dallas County,TN
AOS000267,Ypsilanti,Washtenaw County,MI
AOS000274,Friendswood,Galveston County,TX
AOS004444,Saginaw,Saginaw County,MI
AOS009285,Alcoa,Blount County,TN
AOS004044,Annapolis,Anne Arundel County,MD
AOS004416,Vallejo,Solano County,CA
AOS004417,Fontana,San Bernardino County,CA
AOS007457,Long Beach,Los Angeles County,CA
AOS007442,Riverbank,Stanislaus County,CA
AOS007443,Fremont,Alameda County,CA
AOS003703,Pensacola,Escambia County,FL
AOS001675,Cleburne,Johnson County,TX
