Wreck_Name,Wreck_No,Classification,Place_of_Loss,Date_of_Loss,DD_Lat,DD_Long,Source_of_Co_ordinate,Description,Record_Source,Date_of_Loss_Year_Only
Unknown,W18533,Unknown,"(Co. Westmeath) Lough Ree, approximately 700m east of of the Cribby Islands.",Unknown,53.50145,-7.97385,Pat McManus,"Possible wreck discovered during a sidescan sonar survey of Lough Ree by Pat McManus. The wreck lies in approximtely 11m of water and one end may be partially buried.
----------------------------",Pat McManus.,
Rose Mystique,W09983,Unknown,Unknown,4/2/57,53.49778,-6.00638,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1957
Tayleur,W00805,Clipper,"Dublin, Lambay Island, E side of since been known as Tayleur Bay,  53 29 35.923N, 5 59 54.901W",21/01/1854,53.49331,-5.99858,National Monuments Service,"UKHO wreck no. 009000112. 1,979-ton, newly built barque-rigged iron sailing clipper. Measured L. 76.2m x B. 12.2m x D. 6.4m. Owned by Pilkington & Wilson’s White Star Line, captain was John Noble. En route from Liverpool to Melbourne, 56 crew, fourteen stewards, 458 passengers. Cargo included farm machinery, 40,000 roof slates, 10,000 bricks, fireplaces, slate headstones, crockery, general kitchen items, lamps, linen tinplate, 100 tonnes of coal, 250 tonnes of stone ballast and the hull of a river steamer as deck cargo. Encountered SSW–SSE force 9 gale, crew found it difficult to manage the ship, went off course and drifted towards the Irish coast. Anchors failed to prevent ship from being driven ashore, ran onto rocks, sank in deep water. Accounts of the number of lives lost varies between 290 and 400 people. Some salvage work carried out in February 1854. Wreck rediscovered on 12th July 1957 by divers from the Irish Sub Aqua Club.","Bourke 1994, 15-16; Bourke 1998, 162; Bourke 2003; Brady 2008, 179; de Courcy Ireland 1983, 57-59; Hocking 1969, 689; Joyce (1995) 1912, 299-303; PP 1854-1855, XXXIV, 26-27; PP 1857-1858 LII (526), 6, 7; PP 1861 LVIII, 36; Lloyd's List 12, 428, Mon. Jan. 23rd 1854; Lloyd's List 12, 443, Thurs. Feb. 9th 1854; Lloyd's List 12, 610, Aug. 25th 1854.",1854
Unknown,W10599,Unknown,"Lambay Island, Saltpan Bay",Unknown,53.49167,-6.02667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W02210,Unknown,"Dublin, Lambay Island, approximately 10.6km east, 53 29 3.2N, 5 50 53.76W",Unknown,53.48422,-5.84827,GSI_257; UKHO,"UKHO wreck no. 009101548. Chart symbol 54wk. Wreck surveyed in October 1983, lies intact, upright and orientated E/W in general sea depth of 59m (least depth 54m). Wreck measures L. 23m x B. 6m x H. 5m. GSI_257","Brady 2008, 397; GSI Wreck Data; UKHO Wreck Data 1996.",
Beachy (SS),W09448,Steamship,W Approaches to the British Isles Admiralty Chart,11/1/41,53.48333,-16.4,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 74; BVLS 1939-45, 15.",1941
Vision,W11676,Unknown,Lambay Island,2/12/94,53.48333,-6.01667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1994
Unknown,W10294,Unknown,Unknown,Unknown,53.48194,-5.50167,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W02212,Unknown,"Dublin, Lambay Island, approximately 21km east of. 53 28 51.82N, 5 40 53.62W",Unknown,53.48106,-5.68156,UKHO; GSI_263,"UKHO wreck no. 009101664. Chart symbol 59wk. Wreck surveyed in 1984. Lies intact, apparently upright, orientated E/W in general sea depth of 65m (least depth 59m). Measured L. 30m x B. 5m x Ht. 6m. Wreck resurveyed in 2010 by INFOMAR. Wreck measured 35m long, 13m wide in a general depth of 66m.","Brady 2008, 397; GSI Wreck Data; UKHO Wreck Data 1996.",
Unknown,W02211,Unknown,"Dublin, Lambay Island, approximately 31.5km east of. 53 28 49N, 005 31 20W",Unknown,53.48028,-5.52222,UKHO,"UKHO wreck no. 009100544. Chart symbol 79wk. Wreck surveyed in 1984. Lies intact, upright, orientated N/S in general sea depth of 88m (least depth 79m). Measured L. 40m x B. 12m x H. 10m.","Brady 2008, 397; UKHO Wreck Data 1996.",
Palmella (SS) (possibly),W02062,Steamship,"Dublin, Lambay Island, c.21 miles E / 53 28 41N, 5 25 27W",22/08/1918,53.47806,-5.42417,UKHO,"UKHO wreck no. 009100489. Chart symbol 81wk. 1,352 ton, 5 year old British steamship, 200 ton of general cargo. Owned by Ellerman Lines Ltd, Liverpool. Built by Ramage & Ferguson Ltd., Leith. Torpedoed and sunk by the German submarine UB-92 en route from Liverpool to Lisbon. 28 lost including the master. Wreck lies intact on one side or upside down in a general sea depth of 89m (least depth 81m) orientated NNW/SSE. Measures L.45m x B. 10m x H. 7.5m","Brady 2008, 381-2; Larn & Larn 2002; Hocking 1989, 539; Tennent 1990, 79; UKHO Wreck Data 1996; www.uboat.net.",1918
Boy Stephen,W09486,Unknown,Unknown,8/3/97,53.47431,-10.38361,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1997
Unknown,W02214,Unknown,"Dublin, 22 miles E of Lambay 53 28 22N, 05 24 39W.",Unknown,53.47278,-5.41083,UKHO,"UKHO wreck no. 009101251. Chart symbol 84wk. Wreck located, investigated in June 1983 in a general sea depth of 89m, least depth of 84m. Wreck lies intact, probably lying on its side, orientated NE/SW, measuring L. 56m X B. 10m X H. 4.5m.","Brady 2008, 397; UKHO Wreck Data 1996.",
Benaiah (MFV),W09459,Fishing boat,"Lambay Island, Dublin. 8.1km ESE",6/12/92,53.467,-5.887,GSI Wreck No_256,88-ton fishing vessel sank. Wreck surveyed by the Celtic Voyager in 2009 as part of the Irish National Seabed Survey. Wreck measures 23m long and lies in 35m of water. GSI Wreck No_256.,GSI Wreck No_256,1992
Aris (SS),W09418,Steamship,W approaches to Ireland,12/10/39,53.46667,-14.05,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 46; Lloyd’s List, No. 38, 985, Tue. 17th Oct. 1939, 2, 4 c.27; Lloyd’s List, No. 38, 986, Wed. 18th Oct. 1939, 4 c.31 {supplement}.",1939
Lewisham (SS),W09822,Steamship,W approaches to Ireland,14/05/1917,53.46667,-13.41667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 422; BVLS 1914-18, 50.",1917
Unknown,W18531,Row boat,"(Co. Westmeath) Lough Ree, approximately 170m east of Yellow Island (large) at the southern end of the lake.",Unknown,53.46145,-7.96407,Pat McManus,"One of two row boats (see also W18532) discovered during a sidescan sonar survey of Lough Ree by Pat McManus. The two wrecks lie in approximtely 7m of water and are approximately 25m apart from each other. They are most likely modern angling boats/wrecks.
----------------------------",Pat McManus Pers. Comm.,
Unknown,W18532,Row boat,"(Co. Westmeath) Lough Ree, approximately 170m east of Yellow Island (large) at the southern end of the lake.",Unknown,53.46145,-7.964,Pat McManus,"One of two row boats (see also W18532) discovered during a sidescan sonar survey of Lough Ree by Pat McManus. The two wrecks lie in approximtely 7m of water and are approximately 25m apart from each other. They are most likely modern angling boats/wrecks.
----------------------------",Pat McManus Pers. Comm.,
Unknown,W18549,Unknown,"Malahide Estuary,in the tidal flats 100m to the NE of the Marina",Unknown,53.45671,-6.15039,National Monuments Service,"A metal wreck visible on Google Earth imagery (16/02/2016) lying in Malahide Estuary 100m to the NE of the Marina. The wreck is sitting in mud and becomes exposed at low tide. The known extent of the wreck is approximately 12m E-W and has a maximum beam of 4.4m. The bow has a rounded point and lies at the west of the the wreck and the stern (east) appears to be straight. The wreck appears to be relatively modern but an inspection would be requried to confrim this.
----------------------------",National Monuments Service.,
Unknown,W00849,Unknown,"Dublin, Malahide, 53 27 19N, 06 09 00W",Unknown,53.45528,-6.15,UKHO,UNKO wreck no. 009000240. Lies in 2m of water.,"Brady 2008, 184; UKHO Wreck Data 1996.",
Unknown,W10293,Unknown,Unknown,Unknown,53.45111,-5.74333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W18555,Unknown,"Ireland's Eye, 5.1km NE",Unknown,53.4453,-6.01767,GSI Wreck Data (GSI Wreck No_357),"Wreck discovered during INFOMAR seabed survey (Survey leg CB13_01) in 2013. Wreck measures 14m long and 5m in width. It lies in a general water depth of 16.2m.
----------------------------",GSI Wreck Data.,
Unknown,W10279,Unknown,Unknown,Unknown,53.44083,-5.62361,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10288,Unknown,Unknown,Unknown,53.43694,-5.49056,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Harlengen (SS),W09715,Steamship,W approaches to Ireland,5/8/41,53.43333,-15.66667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1941
Heminge (SS),W09722,Steamship,W Approaches to the British Isles Admiralty Chart,30/09/1940,53.43333,-18.55,wrecksite.eu; BVLS 1939-1945,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 11.",1940
Kumasian (SS),W09799,Steamship,W approaches to Ireland,5/8/41,53.43333,-15.66667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 25.",1941
Harlingen (SS),W12454,Steamship,Unknown,5/8/41,53.43333,-15.66667,BVLS 1939-1945,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 25.",1941
Fern (SS),W02012,Steamship,"Dublin, Lambay Deep. 20km E of Ireland’s Eye. 53 25 51.24N, 005 46 56.28W",22/04/1918,53.43062,-5.7823,GSI_264; UKHO,"UKHO wreck no. 009100428. Chart symbol 72wk. 444-ton steamship of Glasgow en route from Dublin to Heysham with a general cargo. Built in 1900 by the Ailsa Shipbuilding Co., Troon. Owned by Laird Line. Torpedoed, sunk by the German submarine U-104. Captain MacArthur and 12 crew killed. Lies orientated E/W in general sea depth of 79m (least depth 72m) and is largely intact on the seabed. Measures 50.1m in length, 7.1m in width and 10.67m in maximum height. The wreck is located at the southeastern end of the Lambay Deep, which is one of the deepest parts of the Irish Sea, reaching depths of more than 130m.","Brady 2008, 376; Brady, McKeon, Lyttleton, Lawler 2012, 99; BVLS 1914-18, 87; GSI Wreck Data; Hocking 1989, 240; Larn & Larn 2002, UKHO Wreck Data 1996.",1918
Unknown,W11141,Unknown,"Portmarnock, Co Dublin, beach",Unknown,53.4287,-6.12209,"Kevin Crothers, Maritime Institute of Ireland",We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W00861,Unknown,"Dublin, Portmarnock, Strand, 53 25 40.02N, 006 07 13.92W",Unknown,53.42783,-6.12053,National Monuments Service,"Wooden wreck becomes exposed at times at the low-water mark. A gently curving line of 38 futtocks attached to hull planking are exposed, defining one side of the hull of a vessel. The remainder of the wreck is buried. Two lines of timbers run almost parallel to the side of the wreck. It is unclear if they form part of the wreck or are part of another wreck or a structure, such as a jetty.","Brady 2008, 187; National Monuments Service.",
Unknown,W00856,Unknown,"Dublin, Portmarnock, beach, midway up the beach at low tide, 53 25 29.9N, 06 07 19.2W.",Unknown,53.42497,-6.122,National Monuments Service,"Wooden wreck exposed on the strand in 2002–3. Vessel occasionally becomes exposed on the beach when sand levels are low. The wreck is orientated E–W. It consists of approximately twenty frames with some hull planking buried into the sand. Treenails, dowel holes and copper bolts are evident on wreck. Akeel, keelson and the bow and stern were not visible at the time of survey.","Brady 2008, 185; National Monuments Service.",
Unknown,W12753,Logboat,"(Co. Galway) Lough Corrib, 420m SE of Kilbeg Pier.",Unknown,53.42348,-9.14155,Trevor Northage,We regret that we are unable to supply descriptive details for this record at present.,Trevor Northage Pers. comm. 08/01/2013; National Monuments Service.,
Unknown,W10292,Unknown,Unknown,Unknown,53.41917,-5.76861,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Cawdor (SS),W15890,Steam Trawler,"Slyne Head, 95 miles W of",1/11/28,53.41667,-12.5,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 35, 621, Thursday 1st November 1928; LL 35, 622, Friday 2nd November 1928; LL 35, 624, Monday 5th November 1928; LL 35, 626, Wednesday 7th November 1928.",1928
Unknown,W18576,Unknown,"Portmarnock Strand, southern end.",Unknown,53.41643,-6.11682,"Brady 2015, 3","Wreck discovered by ADCO in 2015 on Portmarnock Strand during an archaeological assessment (15D0019 & 15R0025) of a proposed outfall pipe. The wreck was largely buried at the time with only the tips of 6 framing timbers exposed above the sand levels. The wreck is orientated N-S and has a known length of 10m.
Niall Brady Greater Dublin Drainage Scheme Intertidal Inspection Velvet Strand, Burrow, Dublin. 15D0019, 15R0025","Brady 2015, 3",
Unknown,W10291,Unknown,Unknown,Unknown,53.41639,-5.78972,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W00860,Unknown,"Dublin, Portmarnock, Strand, 53 24 53.4N, 006 06 51.66W PA",Unknown,53.41483,-6.11435,National Monuments Service,Wooden wreck.,"Brady 2008, 187; National Monuments Service.",
Unknown,W00967,Unknown,"Dublin Ireland’s Eye, NW corner, 53 24 33.516N, 006 03 58.644W",Unknown,53.40931,-6.06629,INSS,"Possible wreck (INSS wreck no. G 159) identified during the National Seabed Survey. Wreck measures L. 14m, W. 4m with a height of 1m off the seabed. It lies in a general sea depth of 12m.","Brady 2008, 209; INSS.",
Unknown,W00859,Unknown,"Dublin, Portmarnock, Strand, 53 24 32.1N, 006 06 42.12W",Unknown,53.40892,-6.1117,National Monuments Service,"The lower hull of a wooden wreck lies on the beach midway up the foreshore. It measures L. 7.8m x B. 5.2m and is orientated NNW-SSE. 20 oak futtocks are exposed on the W side of the vessel, with only 7 on the E side. The remainder of the wreck is buried. The exposed extent of the futtocks vary in length from 1.20m to 0.15m. Planking or strakes, 3.4cm thick, are visible on both sides, with 2 lines of planking visible in places on the more exposed W side. The futtocks are attached to the hull planking by treenails, dowel holes are present on most of the futtocks.","Brady 2008, 185; National Monuments Service.",
Unknown,W00841,Unknown,"Dublin, Portmarnock, Strand, near Portmarnock Point, at the low water mark, E of the rock outcrop. 53 24 31.919N, 06 06 34.481W",Pre 1869,53.40887,-6.10958,"Fraser 1838 (1869), Admiralty chart 1415",One of four wrecks marked on a chart (Admiralty Chart 1415) of Dublin.,"Brady 2008, 183; Fraser 1838 (1869) Admiralty Chart 1415.",1869
Fisher Lass (MFV),W02014,Motor Fishing Vessel,"Dublin, Ireland’s Eye, 7 miles E of . 53 24 24N, 005 52 00W PA",1/10/29,53.40667,-5.86667,UKHO,"UKHO wreck no. 009100404. 13-ton, 25-year-old Irish motor fishing boat (D 166) owned by John O’Byrne of Ringsend. Caught fire off Howth Head, burnt to the water's edge and sank. 7 miles east of Ireland's Eye. One of three crew lost.","Bourke 1994, 23; Brady 2008, 376; Larn & Larn 2002; Lloyd's List 35, 902, 2nd October 1929; Lloyd's List 35, 903, 3rd October 1929; Lloyd's List 35, 908, 9th October 1929; UKHO Wreck Data 1996.",1929
Unknown,W11168,Unknown,"Ireland's Eye, Co Dublin, W of the NW tip of",Unknown,53.40577,-6.07941,Noticed on aerial photograph by BKS Surveys Ltd,We regret that we are unable to supply descriptive details for this record at present.,,
